SensorID,Timestamp,SensorType,X,Y,SensorData,BatteryLife,Temperature,IsFaulty
54,18-Apr-2024 22:42:37,Pressure,32.8074530883245,50.2705055474314,55.0905353047133,70.9009715710872,54.8312214485147,0
55,18-Apr-2024 22:42:38,Temperature,91.092233920508,97.3821186763558,23.9459720593705,70.8432143501589,57.3176192198501,0
56,18-Apr-2024 22:42:39,Humidity,21.474271974522,59.2144970399599,52.4952506440515,70.7787304287951,57.6070640144305,0
57,18-Apr-2024 22:42:40,Pressure,38.0151649101154,14.2776172727765,68.557673598995,70.6934890390879,59.1146557791936,0
58,18-Apr-2024 22:42:41,Temperature,36.3282795565582,17.3652607541185,10.6156213022848,70.6646944162204,58.2989949253169,0
59,18-Apr-2024 22:42:42,Humidity,21.2581390814092,11.7330045112514,72.3158069383681,70.609375975997,59.4591466020034,0
60,18-Apr-2024 22:42:43,Pressure,64.071482506344,85.3999152249461,64.5586403889279,70.5563133431836,56.2376187489287,0
61,18-Apr-2024 22:42:44,Temperature,8.01918961921169,25.8621711231007,46.4856047525227,70.482707778655,52.8532830539908,0
62,18-Apr-2024 22:42:45,Humidity,29.8218401694388,84.4125015822003,9.59759115042698,70.3855473186131,54.1771449626237,0
63,18-Apr-2024 22:42:46,Pressure,81.7249903593211,27.4391095716572,24.8484374756882,70.3449310455774,51.5514880082556,0
64,18-Apr-2024 22:42:47,Temperature,76.3550234317168,73.7214129581944,56.4814924378432,70.2730126556215,49.106045782782,0
65,18-Apr-2024 22:42:48,Humidity,38.409455476899,96.2905051986194,77.2180647940244,70.2511784642176,47.9272918220397,0
66,18-Apr-2024 22:42:49,Pressure,86.3561571584373,39.3980068372538,22.4445427391101,70.1952909141489,45.5569084622381,0
67,18-Apr-2024 22:42:50,Temperature,30.1806131950866,63.9060271571533,86.2460108490381,70.1288513448107,47.0483022068062,0
68,18-Apr-2024 22:42:51,Humidity,26.400178634301,33.4717903199437,96.0360582137321,70.031197771535,45.5664046992818,0
69,18-Apr-2024 22:42:52,Pressure,14.0196018551279,42.6437350787324,57.8385026733702,69.9731483252846,46.7077930545858,0
70,18-Apr-2024 22:42:53,Temperature,59.567550729519,77.8532994551402,87.7991442763236,69.9650367675954,47.3239664377718,0
71,18-Apr-2024 22:42:54,Humidity,7.77777272054186,71.5454049455142,65.8674241909406,69.9323163435723,47.9968435895056,0
72,18-Apr-2024 22:42:55,Pressure,52.3012255482396,9.72853397651495,92.520207465208,69.8783136101114,47.4463280369047,0
73,18-Apr-2024 22:42:56,Temperature,69.9853051405551,93.28789540146,15.3575122362538,69.8419607815656,47.266680211627,0
74,18-Apr-2024 22:42:57,Humidity,60.0459591373159,40.2074814534948,57.3115764289205,69.8003187904935,49.0182766275835,0
75,18-Apr-2024 22:42:58,Pressure,37.4410480652964,79.9687579520147,12.2169389876731,69.7628351430218,52.7873071109143,0
76,18-Apr-2024 22:42:59,Temperature,39.7788516333766,90.9789879103122,15.0825980271596,69.7094186147547,49.8043214800217,0
77,18-Apr-2024 22:43:00,Humidity,30.4895153778806,34.0731088702807,0.229208558654048,69.6099427605744,48.66537012826,0
78,18-Apr-2024 22:43:01,Pressure,65.985034166408,44.6935113022321,26.896975751904,69.5670804399491,48.1223006058162,0
79,18-Apr-2024 22:43:02,Temperature,75.2996191798051,25.5448820573635,31.5471090632354,69.4701397815288,46.4646877744632,0
80,18-Apr-2024 22:43:03,Humidity,15.9481525100165,13.3144425235216,74.6432949173618,69.3878420433199,44.5165877052971,0
81,18-Apr-2024 22:43:04,Pressure,62.6455388304986,9.91687068507509,69.5838674705342,69.3826247468161,44.9719203693806,0
82,18-Apr-2024 22:43:05,Temperature,51.7383125337254,71.9242278999586,32.4826615473322,69.3073116135833,47.3058230877199,0
83,18-Apr-2024 22:43:06,Humidity,68.0654761372214,3.95826752770088,58.719087751561,69.2454005714706,43.3532807294595,0
84,18-Apr-2024 22:43:07,Pressure,52.9048677240449,30.3050504415299,1.82045633611884,69.1724503439425,40.6699103840005,0
85,18-Apr-2024 22:43:08,Temperature,51.5434416858191,50.2061091548851,99.4615116335094,69.0779998315074,40.9639463727421,0
86,18-Apr-2024 22:43:09,Humidity,62.6172151312724,97.7497325729122,23.4661418587632,69.0674418185948,37.0859447639328,0
87,18-Apr-2024 22:43:10,Pressure,19.1107716739763,1.72129814704706,26.8173179514808,69.0605812976037,37.4578463458361,0
88,18-Apr-2024 22:43:11,Temperature,51.8641980114925,71.1454925658897,70.8428617428986,68.9885647570471,34.8078579902312,0
89,18-Apr-2024 22:43:12,Humidity,88.9334793613539,99.7265824399631,87.4928520203617,68.915993532408,36.2148565693218,0
90,18-Apr-2024 22:43:13,Pressure,12.7734403771986,67.0442765907085,73.402528541646,68.8713347978336,37.2210653657637,0
91,18-Apr-2024 22:43:14,Temperature,66.1285062437979,88.4588123501992,37.6064744164956,68.7754518077408,34.8862351343921,0
92,18-Apr-2024 22:43:15,Humidity,96.3915342041608,86.133464167113,32.2124391182847,68.7205236275945,31.9014096854045,0
93,18-Apr-2024 22:43:16,Pressure,48.8016471938187,88.2110432196221,88.6594802885652,68.7033343874036,33.2383116102113,0
94,18-Apr-2024 22:43:17,Temperature,49.960003186681,6.77186856173879,20.1310196223489,68.6351179165147,34.5760242027426,0
95,18-Apr-2024 22:43:18,Humidity,27.1761550067826,89.6883092263113,3.87845892944431,68.565635202992,33.1029167804797,0
96,18-Apr-2024 22:43:19,Pressure,34.7459097880782,39.7206836092416,1.33644973984981,68.4773427285439,28.8657017984003,0
97,18-Apr-2024 22:43:20,Temperature,90.9375134934932,15.5536411225607,50.3772474726496,68.4624411977012,26.7688224979922,0
98,18-Apr-2024 22:43:21,Humidity,18.1218210124441,18.9197930680542,38.9788867753412,68.4598667639217,27.0504380132759,0
99,18-Apr-2024 22:43:22,Pressure,32.2296110762224,31.7705620391961,80.9387914023473,68.4504087838068,26.6911352411344,0
100,18-Apr-2024 22:43:23,Temperature,73.6808005178534,1.36556334163564,64.8200435322274,68.4116114513272,24.5688601071155,0
1,18-Apr-2024 22:41:44,Temperature,32.3005556746557,21.5759649294488,38.8689997731347,72.9185916253596,34.507154740604,0
2,18-Apr-2024 22:41:45,Humidity,61.5884052662439,96.0304291593947,87.4227662587856,72.8213296753756,35.6355815257857,0
3,18-Apr-2024 22:41:46,Pressure,17.5435215552556,75.5733231136355,12.5010109912781,72.7252983043172,37.6485132534435,0
4,18-Apr-2024 22:41:47,Temperature,75.9324047712104,92.5193585766197,0.0869075768968885,72.6270133402418,35.4134097715684,0
5,18-Apr-2024 22:41:48,Humidity,13.461775427514,14.7736971041102,8.81447694284978,72.5780624362195,32.9840153306377,0
6,18-Apr-2024 22:41:49,Pressure,52.2846261957315,57.786310152602,78.4237077290672,72.5760634864841,32.3839885698214,0
7,18-Apr-2024 22:41:50,Temperature,72.8350659505191,44.0890804707979,51.4048980912305,72.5688508697136,31.326692944367,0
8,18-Apr-2024 22:41:51,Humidity,21.4450627537224,11.9811943073578,67.3983242187763,72.4832557924701,34.0364360820788,0
9,18-Apr-2024 22:41:52,Pressure,80.0562360827419,5.9770198348958,18.837442224666,72.4071428559778,34.3579292657444,0
10,18-Apr-2024 22:41:53,Temperature,88.55754430072,56.1152435064706,16.5461891738611,72.3074573203974,35.0240091591066,0
11,18-Apr-2024 22:41:54,Humidity,93.0291324767973,4.71791426708967,74.3368470023851,72.2722989521404,35.2930472411996,0
12,18-Apr-2024 22:41:55,Pressure,93.8671878343502,12.3320384114126,58.2772253524297,72.2497610643193,34.6659979307856,0
13,18-Apr-2024 22:41:56,Temperature,41.2365781399007,17.6929269012685,52.2664851359921,72.176990494063,34.1292823607645,0
14,18-Apr-2024 22:41:57,Humidity,30.9980274805266,40.2728693699128,38.4032492939797,72.1419039628812,30.392677713136,0
15,18-Apr-2024 22:41:58,Pressure,35.1389671563204,46.0661035396695,98.8775341171271,72.0445844398387,27.4301797364927,0
16,18-Apr-2024 22:41:59,Temperature,94.3819725400808,15.6327907423453,62.5099747180991,71.9938258050636,29.5492662719581,0
17,18-Apr-2024 22:42:00,Humidity,73.717503226613,51.0207101916614,53.6332667133982,71.9535850830597,32.2359787189692,0
18,18-Apr-2024 22:42:01,Pressure,44.2825870488699,56.6147091558407,36.2530862296172,71.8876023059045,29.8031905684768,0
19,18-Apr-2024 22:42:02,Temperature,23.9102660179586,81.8406633817509,25.6405378410631,71.812602908507,30.2212529481952,0
20,18-Apr-2024 22:42:03,Humidity,93.7017386515742,9.05431018868618,93.9708579487208,71.7290597547132,25.6380959477601,0
21,18-Apr-2024 22:42:04,Pressure,79.9434685748136,9.11381293808166,96.1448843252569,71.6855839989978,26.4718133326578,0
22,18-Apr-2024 22:42:05,Temperature,71.5780729419641,45.0720799614018,5.58755469957005,71.6782581778191,26.2206030835691,0
23,18-Apr-2024 22:42:06,Humidity,30.7478229587044,7.77320917376448,0.139079394186759,71.6026006270815,27.523211433863,0
24,18-Apr-2024 22:42:07,Pressure,94.7773936694822,96.6749595829786,49.2725642085613,71.5935002830747,26.1779350570126,0
25,18-Apr-2024 22:42:08,Temperature,81.824794468955,64.5469572189625,99.8843018734329,71.5423500180724,27.0524830743443,0
26,18-Apr-2024 22:42:09,Humidity,67.5172187291895,0.695799435975275,78.3668949139994,71.489008198509,27.4408134918317,0
27,18-Apr-2024 22:42:10,Pressure,84.5442953265317,8.22693568504168,67.7029381849606,71.4241056377813,29.0442695509452,0
28,18-Apr-2024 22:42:11,Temperature,0.406264105847243,84.7123671961932,2.38154864238785,71.4078328907604,29.4101573344244,0
29,18-Apr-2024 22:42:12,Humidity,28.7051833839967,70.482316516228,27.5271300189538,71.3210575526718,29.7864714921318,0
30,18-Apr-2024 22:42:13,Pressure,53.7552416501465,70.1652071199087,4.6890965239697,71.257729019762,31.5931833220166,0
31,18-Apr-2024 22:42:14,Temperature,96.6579498730288,91.6665394147892,94.4292908740837,71.2558090725256,31.2916190475464,0
32,18-Apr-2024 22:42:15,Humidity,15.4506537958585,0.82710631241083,83.0520706572097,71.1902641666771,32.2257369707833,0
33,18-Apr-2024 22:42:16,Pressure,57.9259595174965,90.8061792029209,94.9981505447109,71.1567223119458,31.8315194114644,0
34,18-Apr-2024 22:42:17,Temperature,92.7816353483626,92.1762248257221,87.3462357257604,71.148242093236,33.0248189669611,0
35,18-Apr-2024 22:42:18,Humidity,23.8129755497653,20.2399640397358,28.848680445282,71.1021460437529,33.7998032341851,0
36,18-Apr-2024 22:42:19,Pressure,46.5100519321989,26.8559773259106,10.9500125636614,71.0852733688366,34.67379722748,0
37,18-Apr-2024 22:42:20,Temperature,47.3135687896744,5.36012608265388,93.3226586835689,71.0779734642683,34.1559945158455,0
38,18-Apr-2024 22:42:21,Humidity,47.0121425819571,88.7419297213459,43.3122462454481,70.9789628931231,37.9266639076902,0
39,18-Apr-2024 22:42:22,Pressure,20.2084196620881,81.953246295566,41.5468343890182,70.8868295717612,38.1888417185558,0
40,18-Apr-2024 22:42:23,Temperature,16.3884914289979,36.3878824840447,49.8721089985159,70.8814626273776,37.5812311428891,0
41,18-Apr-2024 22:42:24,Humidity,51.6692351859988,36.2396059845362,81.5016013813831,70.8154021353119,37.5555413604219,0
42,18-Apr-2024 22:42:25,Pressure,4.14351878591861,65.8829930730961,38.1896662436051,70.8143578168416,38.7428537534807,0
43,18-Apr-2024 22:42:26,Temperature,94.4676231120944,39.3275420859471,15.7353884487901,70.7396982551128,38.2906210270465,0
44,18-Apr-2024 22:42:27,Humidity,71.518909698898,90.7787369265558,44.4541832176001,70.6400243848499,38.5759020991812,0
45,18-Apr-2024 22:42:28,Pressure,6.62598169294093,19.8699794895498,56.6967926807349,70.6293167468926,34.6574548871932,0
46,18-Apr-2024 22:42:29,Temperature,27.5409845765264,29.4566190273391,32.7509755033587,70.5728114929316,35.1088676598021,0
47,18-Apr-2024 22:42:30,Humidity,72.7426130120337,50.2211729905243,90.7376219552124,70.5406469134379,31.2746739136102,0
48,18-Apr-2024 22:42:31,Pressure,51.3852169858058,93.0433173393622,0.753775929811229,70.5071484163552,31.4844091941207,0
49,18-Apr-2024 22:42:32,Temperature,58.4837811235644,10.5344546825201,0.0021749530145887,70.4738674272409,28.6607888147098,0
50,18-Apr-2024 22:42:33,Humidity,42.9855453460168,4.6264377004987,50.1154927546321,70.4162312579358,29.5628308350859,0
51,18-Apr-2024 22:42:34,Pressure,23.641615509037,24.8163141538564,60.8594176008583,70.3309587781249,30.4678931788996,0
52,18-Apr-2024 22:42:35,Temperature,5.8695427869204,32.8239783441227,22.0404528961718,70.3116345244636,33.2939168257383,0
53,18-Apr-2024 22:42:36,Humidity,50.3578775300552,34.0286531413208,51.7022733379255,70.2374622699966,31.4106998771593,0
54,18-Apr-2024 22:42:37,Pressure,32.8074530883245,50.2705055474314,92.1320057925622,70.189081677649,30.5977180126209,0
55,18-Apr-2024 22:42:38,Temperature,91.092233920508,97.3821186763558,29.2334237419382,70.1813714804968,31.2273410289775,0
56,18-Apr-2024 22:42:39,Humidity,21.474271974522,59.2144970399599,96.2168486915042,70.1305850761215,30.339964021441,0
57,18-Apr-2024 22:42:40,Pressure,38.0151649101154,14.2776172727765,46.5862333420676,70.0667700228568,28.5191508429366,0
58,18-Apr-2024 22:42:41,Temperature,36.3282795565582,17.3652607541185,19.7587391121203,70.0011298901219,31.5027664820754,0
59,18-Apr-2024 22:42:42,Humidity,21.2581390814092,11.7330045112514,86.9644954801942,69.9437466723814,28.0398432653586,0
60,18-Apr-2024 22:42:43,Pressure,64.071482506344,85.3999152249461,65.1189794724106,69.8652048706141,28.0805198915531,0
61,18-Apr-2024 22:42:44,Temperature,8.01918961921169,25.8621711231007,69.9089125701795,69.7965517128955,28.2957066362114,0
62,18-Apr-2024 22:42:45,Humidity,29.8218401694388,84.4125015822003,90.4285063215697,69.7631351827195,30.9235993273395,0
63,18-Apr-2024 22:42:46,Pressure,81.7249903593211,27.4391095716572,37.2287975312011,69.7243806980655,28.820291351299,0
64,18-Apr-2024 22:42:47,Temperature,76.3550234317168,73.7214129581944,79.644749529776,69.6369687606609,31.3000835678649,0
65,18-Apr-2024 22:42:48,Humidity,38.409455476899,96.2905051986194,33.1672140430815,69.5923966358635,34.0979984113551,0
66,18-Apr-2024 22:42:49,Pressure,86.3561571584373,39.3980068372538,28.4207826794355,69.5358124682756,35.9602025304595,0
67,18-Apr-2024 22:42:50,Temperature,30.1806131950866,63.9060271571533,37.3956966613458,69.4751980277957,33.5169518816997,0
68,18-Apr-2024 22:42:51,Humidity,26.400178634301,33.4717903199437,42.22067295279,69.4691812149009,32.9574850987813,0
69,18-Apr-2024 22:42:52,Pressure,14.0196018551279,42.6437350787324,31.1828614121681,69.438444831774,30.9641282369228,0
70,18-Apr-2024 22:42:53,Temperature,59.567550729519,77.8532994551402,20.2514835010313,69.4251325877739,29.9725691731446,0
71,18-Apr-2024 22:42:54,Humidity,7.77777272054186,71.5454049455142,72.1250551442729,69.3791056916423,31.7602459867654,0
72,18-Apr-2024 22:42:55,Pressure,52.3012255482396,9.72853397651495,24.6841016946827,69.289587038545,32.7902537164865,0
73,18-Apr-2024 22:42:56,Temperature,69.9853051405551,93.28789540146,96.2473371530826,69.2762600947236,36.1594316144788,0
74,18-Apr-2024 22:42:57,Humidity,60.0459591373159,40.2074814534948,75.8769493669569,69.2002611862689,37.1445446912526,0
75,18-Apr-2024 22:42:58,Pressure,37.4410480652964,79.9687579520147,40.8875115627486,69.1044115544476,39.3200592569911,0
76,18-Apr-2024 22:42:59,Temperature,39.7788516333766,90.9789879103122,3.17297844496836,69.0842775294664,40.3232458310764,0
77,18-Apr-2024 22:43:00,Humidity,30.4895153778806,34.0731088702807,85.2892005950341,69.0620009082457,40.5853285203539,0
78,18-Apr-2024 22:43:01,Pressure,65.985034166408,44.6935113022321,57.4801208002876,69.0483626817838,38.495220371942,0
79,18-Apr-2024 22:43:02,Temperature,75.2996191798051,25.5448820573635,62.8184182627432,68.953924300165,36.3856636983272,0
80,18-Apr-2024 22:43:03,Humidity,15.9481525100165,13.3144425235216,48.3267904963662,68.8656738899543,37.3248656662189,0
81,18-Apr-2024 22:43:04,Pressure,62.6455388304986,9.91687068507509,61.2842804042253,68.8024844398018,39.4011370733847,0
82,18-Apr-2024 22:43:05,Temperature,51.7383125337254,71.9242278999586,18.2831715844982,68.7488952159983,35.1807396227583,0
83,18-Apr-2024 22:43:06,Humidity,68.0654761372214,3.95826752770088,22.910678750595,68.7099775694485,38.6078430638803,0
84,18-Apr-2024 22:43:07,Pressure,52.9048677240449,30.3050504415299,71.9142660811656,68.6244579147329,44.5993973060064,0
85,18-Apr-2024 22:43:08,Temperature,51.5434416858191,50.2061091548851,59.9143344839086,68.553641494758,42.9992869311694,0
86,18-Apr-2024 22:43:09,Humidity,62.6172151312724,97.7497325729122,69.3830081772681,68.4666609103416,45.6361860986882,0
87,18-Apr-2024 22:43:10,Pressure,19.1107716739763,1.72129814704706,58.3110028410187,68.4448828146284,46.3384009161303,0
88,18-Apr-2024 22:43:11,Temperature,51.8641980114925,71.1454925658897,86.7290439762252,68.4307540191605,44.1915638516091,0
89,18-Apr-2024 22:43:12,Humidity,88.9334793613539,99.7265824399631,25.6776468657748,68.3724886655386,44.4186909069362,0
90,18-Apr-2024 22:43:13,Pressure,12.7734403771986,67.0442765907085,49.6029900902991,68.3284712486462,42.4923715733852,0
91,18-Apr-2024 22:43:14,Temperature,66.1285062437979,88.4588123501992,26.2501787395002,68.2487166414208,42.8371474444855,0
92,18-Apr-2024 22:43:15,Humidity,96.3915342041608,86.133464167113,94.4823497812933,68.2169522067609,44.507662822416,0
93,18-Apr-2024 22:43:16,Pressure,48.8016471938187,88.2110432196221,26.5769146588405,68.1214659708949,45.2802955773882,0
94,18-Apr-2024 22:43:17,Temperature,49.960003186681,6.77186856173879,69.710130248911,68.0217841711299,47.0331487478237,0
95,18-Apr-2024 22:43:18,Humidity,27.1761550067826,89.6883092263113,61.6998345341297,67.9596550574851,48.1399005969809,0
96,18-Apr-2024 22:43:19,Pressure,34.7459097880782,39.7206836092416,0.389536412539171,67.8934711367691,49.2367418622688,0
97,18-Apr-2024 22:43:20,Temperature,90.9375134934932,15.5536411225607,6.37131199091892,67.8771824422614,48.7203670689414,0
98,18-Apr-2024 22:43:21,Humidity,18.1218210124441,18.9197930680542,9.87823928738569,67.8412925429558,49.0841576361266,0
99,18-Apr-2024 22:43:22,Pressure,32.2296110762224,31.7705620391961,64.6125345517907,67.8327509100065,48.617399760276,0
100,18-Apr-2024 22:43:23,Temperature,73.6808005178534,1.36556334163564,42.7521017122309,67.8240857311961,48.3019932678276,0
1,18-Apr-2024 22:41:44,Temperature,32.3005556746557,21.5759649294488,77.6163341979138,77.204985657796,27.18253225432,0
2,18-Apr-2024 22:41:45,Humidity,61.5884052662439,96.0304291593947,53.1496543675715,77.1585667109032,25.0251876407339,0
3,18-Apr-2024 22:41:46,Pressure,17.5435215552556,75.5733231136355,76.0789876666646,77.1555298133973,23.8085683833732,0
4,18-Apr-2024 22:41:47,Temperature,75.9324047712104,92.5193585766197,91.0679528056391,77.0842123636277,23.7607562859755,0
5,18-Apr-2024 22:41:48,Humidity,13.461775427514,14.7736971041102,21.6587126100919,76.9848237304308,21.16536097954,0
6,18-Apr-2024 22:41:49,Pressure,52.2846261957315,57.786310152602,1.60536164568092,76.970346940604,23.5713982815072,0
7,18-Apr-2024 22:41:50,Temperature,72.8350659505191,44.0890804707979,52.9058883171382,76.9207493278379,22.9896333065204,0
8,18-Apr-2024 22:41:51,Humidity,21.4450627537224,11.9811943073578,37.0802065044002,76.8702514847184,19.7718268333569,0
9,18-Apr-2024 22:41:52,Pressure,80.0562360827419,5.9770198348958,50.2548357411863,76.8422251468813,22.0484862118246,0
10,18-Apr-2024 22:41:53,Temperature,88.55754430072,56.1152435064706,3.99812629046787,76.7436940277207,18.9871423388904,0
11,18-Apr-2024 22:41:54,Humidity,93.0291324767973,4.71791426708967,84.946387278836,76.7322708276045,16.8700457789159,0
12,18-Apr-2024 22:41:55,Pressure,93.8671878343502,12.3320384114126,30.9646202084473,76.7076854572998,17.0797848580942,0
13,18-Apr-2024 22:41:56,Temperature,41.2365781399007,17.6929269012685,98.3173397482127,76.6479214984439,18.2407108427927,0
14,18-Apr-2024 22:41:57,Humidity,30.9980274805266,40.2728693699128,48.4901404776848,76.5738675231359,16.4792259265159,0
15,18-Apr-2024 22:41:58,Pressure,35.1389671563204,46.0661035396695,2.14483573728242,76.508523648868,15.6445001507597,0
16,18-Apr-2024 22:41:59,Temperature,94.3819725400808,15.6327907423453,45.3823014883927,76.4181304281402,17.938697258933,0
17,18-Apr-2024 22:42:00,Humidity,73.717503226613,51.0207101916614,97.6344342623739,76.335224103969,19.4416154771544,0
18,18-Apr-2024 22:42:01,Pressure,44.2825870488699,56.6147091558407,1.32507367337775,76.2850385441353,19.9353845108383,0
